index,Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
11921,37.0,Male,Spain,Master’s degree,Data Analyst,2.0,54999.5
11922,32.0,Male,United States of America,Master’s degree,Data Engineer,10.0,400000.0
11923,47.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,84999.5
11924,37.0,Male,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,64999.5
11925,19.5,Male,Ukraine,Bachelor’s degree,Research Scientist,2.0,34999.5
11926,37.0,Male,United States of America,Master’s degree,Data Engineer,2.0,112499.5
11927,27.0,Male,United States of America,Bachelor’s degree,Data Analyst,10.0,112499.5
11928,42.0,Female,Belarus,Master’s degree,Data Scientist,2.0,1499.5
11929,32.0,Male,France,Doctoral degree,Data Engineer,5.0,44999.5
11930,37.0,Female,Brazil,Master’s degree,Data Engineer,5.0,4499.5
11931,27.0,Male,Chile,Master’s degree,Data Scientist,2.0,34999.5
11932,27.0,Male,Egypt,Master’s degree,Research Scientist,5.0,2499.5
11933,37.0,Male,Mexico,Professional degree,Business Analyst,5.0,4499.5
11934,32.0,Female,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Data Analyst,1.0,44999.5
11935,27.0,Male,Russia,Bachelor’s degree,Data Scientist,5.0,22499.5
11936,32.0,Male,United States of America,Bachelor’s degree,Data Engineer,5.0,224999.5
11937,32.0,Prefer to self-describe,United States of America,Master’s degree,Software Engineer,10.0,6249.5
11938,23.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5.0,34999.5
11939,57.0,Male,Spain,Master’s degree,DBA/Database Engineer,1.0,74999.5
11940,19.5,Male,Brazil,Bachelor’s degree,Other,1.0,8749.5
11941,37.0,Male,Netherlands,Master’s degree,Data Engineer,10.0,94999.5
11942,47.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
11943,37.0,Male,Other,Master’s degree,Data Analyst,2.0,17499.5
11944,52.0,Male,Other,Some college/university study without earning a bachelor’s degree,Other,5.0,22499.5
11945,32.0,Male,Russia,I prefer not to answer,Software Engineer,1.0,1499.5
11946,27.0,Male,Colombia,Professional degree,Data Analyst,5.0,1499.5
11947,64.5,Male,United States of America,Doctoral degree,Research Scientist,20.0,400000.0
11948,32.0,Male,Brazil,Master’s degree,Data Scientist,10.0,2499.5
11949,32.0,Male,United States of America,Doctoral degree,Statistician,10.0,174999.5
11950,32.0,Male,Italy,Master’s degree,Product/Project Manager,1.0,112499.5
11951,32.0,Prefer to self-describe,United States of America,Master’s degree,Data Scientist,20.0,112499.5
11952,64.5,Male,United States of America,Master’s degree,Other,1.0,84999.5
11953,42.0,Female,Israel,Bachelor’s degree,Other,2.0,2499.5
11954,32.0,Male,Greece,Master’s degree,Other,2.0,12499.5
11955,42.0,Male,Ireland,Some college/university study without earning a bachelor’s degree,Other,0.0,112499.5
11956,57.0,Male,Turkey,Master’s degree,Research Scientist,5.0,44999.5
11957,47.0,Female,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,20.0,112499.5
11958,27.0,Male,Other,Bachelor’s degree,Software Engineer,5.0,34999.5
11959,47.0,Male,Other,Bachelor’s degree,Software Engineer,10.0,12499.5
11960,27.0,Male,United States of America,Master’s degree,Product/Project Manager,2.0,44999.5
11961,27.0,Male,Nigeria,Master’s degree,Software Engineer,2.0,3499.5
11962,47.0,Male,Poland,Master’s degree,Data Scientist,10.0,44999.5
11963,42.0,Male,United States of America,Master’s degree,Software Engineer,20.0,112499.5
11964,52.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
11965,47.0,Male,United States of America,Master’s degree,Research Scientist,20.0,400000.0
11966,27.0,Female,Denmark,Master’s degree,Data Scientist,2.0,54999.5
11967,32.0,Male,Canada,Doctoral degree,Data Scientist,10.0,54999.5
11968,32.0,Male,Israel,Master’s degree,Product/Project Manager,5.0,12499.5
11969,57.0,Male,Germany,Doctoral degree,Software Engineer,2.0,112499.5
11970,52.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,0.0,137499.5
11971,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
11972,27.0,Male,Greece,Master’s degree,Software Engineer,2.0,22499.5
11973,27.0,Male,Other,Master’s degree,Other,1.0,12499.5
11974,32.0,Male,Pakistan,Doctoral degree,Other,5.0,12499.5
11975,19.5,Female,South Korea,Bachelor’s degree,Data Scientist,2.0,3499.5
11976,27.0,Male,New Zealand,Bachelor’s degree,Data Scientist,5.0,54999.5
11977,47.0,Female,United States of America,Master’s degree,Other,20.0,174999.5
11978,47.0,Male,Sweden,Some college/university study without earning a bachelor’s degree,Product/Project Manager,5.0,64999.5
11979,42.0,Male,Other,Master’s degree,Product/Project Manager,10.0,64999.5
11980,19.5,Female,Russia,Bachelor’s degree,Research Scientist,1.0,6249.5
11981,23.0,Male,Poland,Master’s degree,Data Scientist,2.0,17499.5
11982,23.0,Male,Russia,Bachelor’s degree,Data Scientist,5.0,44999.5
11983,52.0,Male,Brazil,Master’s degree,Product/Project Manager,0.0,34999.5
11984,52.0,Male,Republic of Korea,Doctoral degree,Research Scientist,1.0,12499.5
11985,19.5,Male,Other,Bachelor’s degree,Data Scientist,2.0,94999.5
11986,37.0,Male,Denmark,Master’s degree,Data Analyst,1.0,6249.5
11987,32.0,Male,Brazil,Bachelor’s degree,Data Analyst,1.0,3499.5
11988,37.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
11989,27.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,174999.5
11990,32.0,Male,Switzerland,Master’s degree,Other,5.0,112499.5
11991,52.0,Male,Netherlands,Doctoral degree,Research Scientist,20.0,74999.5
11992,23.0,Male,Russia,Bachelor’s degree,Data Scientist,10.0,44999.5
11993,47.0,Male,India,Master’s degree,Product/Project Manager,2.0,22499.5
11994,23.0,Male,India,Bachelor’s degree,Data Scientist,5.0,12499.5
11995,42.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,274999.5
11996,52.0,Male,Germany,Master’s degree,Product/Project Manager,20.0,112499.5
11997,32.0,Female,United States of America,Doctoral degree,Data Scientist,2.0,137499.5
11998,32.0,Male,Russia,Master’s degree,Data Analyst,0.0,12499.5
11999,32.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
12000,57.0,Male,United States of America,Master’s degree,Data Scientist,5.0,174999.5
12001,32.0,Male,Ireland,Doctoral degree,Data Scientist,10.0,84999.5
12002,23.0,Male,Romania,Master’s degree,Business Analyst,1.0,8749.5
12003,52.0,Male,Germany,Doctoral degree,Data Engineer,20.0,84999.5
12004,32.0,Male,United States of America,Bachelor’s degree,Other,5.0,64999.5
12005,32.0,Female,Portugal,Doctoral degree,Research Scientist,5.0,12499.5
12006,37.0,Female,United States of America,Master’s degree,Data Scientist,5.0,112499.5
12007,52.0,Male,Germany,Doctoral degree,Research Scientist,5.0,112499.5
12008,37.0,Male,United States of America,Master’s degree,Data Analyst,20.0,112499.5
12009,42.0,Male,United States of America,Doctoral degree,Product/Project Manager,5.0,112499.5
12010,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,112499.5
12011,37.0,Female,Egypt,Professional degree,Business Analyst,2.0,3499.5
12012,37.0,Male,Poland,Master’s degree,Data Analyst,5.0,27499.5
12013,27.0,Male,Russia,Master’s degree,Data Engineer,5.0,2499.5
12014,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,224999.5
12015,27.0,Male,Mexico,Bachelor’s degree,Data Engineer,2.0,12499.5
12016,57.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,2.0,174999.5
12017,52.0,Male,Belgium,Master’s degree,Product/Project Manager,20.0,137499.5
12018,47.0,Male,Portugal,Doctoral degree,Data Scientist,10.0,22499.5
12019,64.5,Male,United States of America,Professional degree,Data Scientist,20.0,174999.5
12020,57.0,Male,New Zealand,Master’s degree,Data Scientist,20.0,94999.5
12021,32.0,Male,Other,Bachelor’s degree,Data Scientist,10.0,8749.5
12022,37.0,Male,United States of America,Master’s degree,Data Scientist,20.0,224999.5
12023,42.0,Male,United States of America,Doctoral degree,Data Analyst,20.0,274999.5
12024,57.0,Male,Spain,Master’s degree,Data Analyst,10.0,44999.5
12025,32.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,74999.5
12026,42.0,Male,United States of America,Master’s degree,Data Scientist,20.0,224999.5
12027,37.0,Male,United States of America,Master’s degree,Data Analyst,2.0,112499.5
12028,64.5,Male,Australia,Master’s degree,Other,10.0,137499.5
12029,37.0,Male,United States of America,Master’s degree,Data Analyst,5.0,74999.5
12030,27.0,Prefer not to say,Mexico,Some college/university study without earning a bachelor’s degree,Product/Project Manager,2.0,54999.5
12031,27.0,Male,Australia,Master’s degree,Data Scientist,5.0,74999.5
12032,32.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20.0,74999.5
12033,27.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,137499.5
12034,23.0,Female,China,Master’s degree,Data Scientist,5.0,8749.5
12035,47.0,Female,United States of America,Doctoral degree,Statistician,20.0,174999.5
12036,32.0,Male,United States of America,Doctoral degree,Research Scientist,2.0,54999.5
12037,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
12038,52.0,Male,Canada,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,5.0,112499.5
12039,32.0,Male,Greece,Master’s degree,Data Scientist,20.0,12499.5
12040,32.0,Male,Other,Professional degree,Research Scientist,20.0,17499.5
12041,27.0,Female,United States of America,Master’s degree,Data Analyst,10.0,112499.5
12042,47.0,Male,United States of America,Master’s degree,Data Analyst,2.0,112499.5
12043,27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,112499.5
12044,32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,84999.5
12045,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Engineer,5.0,64999.5
12046,32.0,Female,Russia,Bachelor’s degree,Software Engineer,1.0,2499.5
12047,64.5,Female,United States of America,Doctoral degree,Research Scientist,20.0,174999.5
12048,32.0,Male,India,Some college/university study without earning a bachelor’s degree,Other,0.0,2499.5
12049,64.5,Male,United States of America,Doctoral degree,Research Scientist,20.0,224999.5
12050,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,74999.5
12051,27.0,Male,Nigeria,Bachelor’s degree,Data Analyst,1.0,1499.5
12052,52.0,Male,United States of America,Master’s degree,Other,1.0,44999.5
12053,47.0,Female,United States of America,Bachelor’s degree,Data Analyst,20.0,137499.5
12054,52.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
12055,47.0,Female,United States of America,Master’s degree,Research Scientist,20.0,274999.5
12056,37.0,Male,Australia,Doctoral degree,Other,20.0,94999.5
12057,42.0,Male,Japan,Master’s degree,Other,1.0,84999.5
12058,42.0,Male,Brazil,Doctoral degree,Research Scientist,2.0,54999.5
12059,37.0,Male,Canada,Doctoral degree,Data Scientist,20.0,64999.5
12060,37.0,Male,United States of America,Master’s degree,Software Engineer,1.0,224999.5
12061,27.0,Male,Hong Kong (S.A.R.),Master’s degree,Research Scientist,5.0,74999.5
12062,37.0,Male,Canada,Doctoral degree,Research Scientist,5.0,137499.5
12063,42.0,Male,Japan,Bachelor’s degree,Product/Project Manager,0.0,94999.5
12064,32.0,Female,South Korea,Master’s degree,Business Analyst,2.0,54999.5
12065,37.0,Male,Japan,Master’s degree,Software Engineer,5.0,112499.5
12066,27.0,Female,Canada,Master’s degree,Data Scientist,5.0,64999.5
12067,37.0,Male,Japan,Doctoral degree,Data Scientist,20.0,174999.5
12068,42.0,Male,India,Doctoral degree,Research Scientist,20.0,4499.5
12069,27.0,Male,United States of America,Doctoral degree,Statistician,10.0,64999.5
12070,42.0,Male,Mexico,Master’s degree,Product/Project Manager,1.0,17499.5
12071,27.0,Male,Philippines,Master’s degree,Data Scientist,2.0,44999.5
12072,47.0,Male,Other,Bachelor’s degree,Data Analyst,5.0,34999.5
12073,27.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,34999.5
12074,42.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,112499.5
12075,32.0,Male,Republic of Korea,Doctoral degree,Statistician,10.0,34999.5
12076,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,224999.5
12077,47.0,Male,Other,Doctoral degree,Data Scientist,20.0,94999.5
12078,32.0,Female,India,Bachelor’s degree,Data Scientist,2.0,22499.5
12079,52.0,Male,Mexico,Master’s degree,Statistician,10.0,12499.5
12080,47.0,Male,United States of America,Master’s degree,Research Scientist,20.0,224999.5
12081,37.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
12082,32.0,Female,Japan,Doctoral degree,Research Scientist,1.0,34999.5
12083,47.0,Male,Peru,Bachelor’s degree,Software Engineer,1.0,12499.5
12084,32.0,Male,Australia,Master’s degree,Product/Project Manager,5.0,6249.5
12085,37.0,Male,Viet Nam,Master’s degree,Software Engineer,1.0,34999.5
12086,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,112499.5
12087,42.0,Male,Japan,Bachelor’s degree,Product/Project Manager,5.0,112499.5
12088,32.0,Male,Israel,Master’s degree,Research Scientist,20.0,137499.5
12089,47.0,Male,South Korea,Bachelor’s degree,Software Engineer,20.0,64999.5
12090,27.0,Male,Hong Kong (S.A.R.),Master’s degree,Statistician,10.0,64999.5
12091,32.0,Male,Thailand,Master’s degree,Other,10.0,137499.5
12092,27.0,Male,Canada,Bachelor’s degree,Data Analyst,2.0,74999.5
12093,27.0,Male,United States of America,Doctoral degree,Other,5.0,27499.5
12094,23.0,Male,Viet Nam,Bachelor’s degree,Data Engineer,2.0,8749.5
12095,27.0,Male,India,Bachelor’s degree,Software Engineer,10.0,4499.5
12096,32.0,Male,United States of America,Master’s degree,Data Analyst,5.0,112499.5
12097,32.0,Female,United States of America,Master’s degree,Data Analyst,10.0,74999.5
12098,64.5,Male,Taiwan,Master’s degree,Other,5.0,54999.5
12099,32.0,Male,Brazil,Master’s degree,Product/Project Manager,10.0,94999.5
12100,23.0,Male,India,Bachelor’s degree,Data Analyst,5.0,3499.5
12101,27.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,137499.5
12102,42.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,137499.5
12103,27.0,Male,Hong Kong (S.A.R.),Master’s degree,Research Scientist,2.0,2499.5
12104,37.0,Prefer not to say,United States of America,Master’s degree,Other,0.0,4499.5
12105,27.0,Male,South Korea,Doctoral degree,Data Scientist,10.0,1499.5
12106,37.0,Male,Taiwan,Master’s degree,DBA/Database Engineer,2.0,34999.5
12107,27.0,Male,Indonesia,Bachelor’s degree,Data Scientist,1.0,2499.5
12108,23.0,Male,India,Master’s degree,Statistician,10.0,12499.5
12109,57.0,Male,India,Doctoral degree,Other,2.0,22499.5
12110,27.0,Male,United States of America,Master’s degree,Data Analyst,10.0,94999.5
12111,37.0,Male,Republic of Korea,Doctoral degree,Product/Project Manager,5.0,6249.5
12112,47.0,Male,Japan,Master’s degree,Other,5.0,94999.5
12113,27.0,Male,South Korea,Bachelor’s degree,Data Analyst,5.0,74999.5
12114,47.0,Male,South Korea,Master’s degree,Data Scientist,2.0,137499.5
12115,37.0,Male,Chile,Master’s degree,Data Scientist,20.0,2499.5
12116,23.0,Female,India,Bachelor’s degree,Software Engineer,5.0,1499.5
12117,47.0,Male,India,Doctoral degree,Research Scientist,20.0,12499.5
12118,32.0,Male,India,Bachelor’s degree,Software Engineer,2.0,17499.5
12119,47.0,Male,Canada,Master’s degree,Other,10.0,84999.5
12120,27.0,Female,China,Master’s degree,Data Analyst,1.0,1499.5
12121,23.0,Male,Brazil,Bachelor’s degree,Software Engineer,1.0,8749.5
12122,27.0,Female,United States of America,Master’s degree,Data Scientist,5.0,84999.5
12123,27.0,Male,Malaysia,Master’s degree,Other,2.0,12499.5
12124,37.0,Male,India,Master’s degree,Data Engineer,10.0,4499.5
12125,42.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,174999.5
12126,23.0,Male,Thailand,Professional degree,Data Analyst,1.0,6249.5
12127,32.0,Male,Hong Kong (S.A.R.),Master’s degree,Other,1.0,44999.5
12128,37.0,Male,India,Master’s degree,Product/Project Manager,5.0,74999.5
12129,32.0,Male,United States of America,Master’s degree,Other,5.0,64999.5
12130,23.0,Male,United States of America,Bachelor’s degree,Business Analyst,2.0,44999.5
12131,37.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,174999.5
12132,27.0,Male,India,Professional degree,Data Analyst,5.0,12499.5
12133,32.0,Male,India,I prefer not to answer,Data Scientist,1.0,6249.5
12134,19.5,Female,Indonesia,Bachelor’s degree,Data Scientist,2.0,3499.5
12135,27.0,Male,India,Bachelor’s degree,DBA/Database Engineer,5.0,22499.5
12136,19.5,Male,India,Bachelor’s degree,Data Scientist,2.0,94999.5
12137,27.0,Male,India,Master’s degree,Software Engineer,2.0,6249.5
12138,52.0,Male,Spain,I prefer not to answer,Business Analyst,20.0,64999.5
